 "Daftar Anggota MPR RI Periode 2019-2024 ","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","",""
"NO ","NAMA ","NOMOR ANGGOTA ","NO.KEPRES ","TEMPAT LAHIR ","TANGGAL LAHIR ","JENIS KELAMIN ","AGAMA ","PENDIDIKAN TERAKHIR ","FRAKSI ","PROVINSI ","JABATAN ","STATUS ANGGOTA ","CREATED ","UPDATED "
"443","ROFIK HANANTO ","A-443 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","PURBALINGGA ","1972-12-09 ","L ","ISLAM ","SLTA ","Fraksi Partai Keadilan Sejahtera ","JAWA TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"444","DR. H. ABDUL FIKRI FAQIH, S.H., M.Si. ","A-444 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","TEGAL ","1963-07-17 ","L ","ISLAM ","DOKTOR ","Fraksi Partai Keadilan Sejahtera ","JAWA TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"445","DR. H. SUKAMTA, Ph.D. ","A-445 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","KLATEN ","1967-04-06 ","L ","ISLAM ","DOKTOR ","Fraksi Partai Keadilan Sejahtera ","DI YOGYAKARTA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"446","Ir. H. SIGIT SOSIANTOMO ","A-446 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SURABAYA ","1965-06-28 ","L ","ISLAM ","SARJANA ","Fraksi Partai Keadilan Sejahtera ","JAWA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"447","AMIN AK, M.M. ","A-447 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","KEBUMEN ","1965-07-06 ","L ","ISLAM ","SARJANA ","Fraksi Partai Keadilan Sejahtera ","JAWA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"448","DR. H. R. ACHMAD DIMYATI NATAKUSUMAH, S.H., M.H., M.SI. ","A-448 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","TANGERANG ","1966-09-17 ","L ","ISLAM ","DOKTOR ","Fraksi Partai Keadilan Sejahtera ","BANTEN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"449","DR. H. JAZULI JUWAINI, M.A. ","A-449 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BEKASI ","1968-03-02 ","L ","ISLAM ","PASCA SARJANA ","Fraksi Partai Keadilan Sejahtera ","BANTEN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"450","DR. H. MULYANTO, M.Eng. ","A-450 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JAKARTA ","1963-05-26 ","L ","ISLAM ","DOKTOR ","Fraksi Partai Keadilan Sejahtera ","BANTEN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"451","H. JOHAN ROSIHAN, S.T. ","A-451 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SUMBAWA BESAR ","1972-10-29 ","L ","ISLAM ","SARJANA ","Fraksi Partai Keadilan Sejahtera ","NUSA TENGGARA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2021-04-29 13:32:50 "
"452","H. SURYADI JAYA PURNAMA, S.T. ","A-452 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","LENEK ","1974-02-25 ","L ","ISLAM ","SARJANA ","Fraksi Partai Keadilan Sejahtera ","NUSA TENGGARA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"453","H ALIFUDIN, S.E, M.M. ","A-453 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JAKARTA ","1965-08-25 ","L ","ISLAM ","PASCA SARJANA ","Fraksi Partai Keadilan Sejahtera ","KALIMANTAN BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"454","HABIB ABOE BAKAR ALHABSYI, S.E. ","A-454 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JAKARTA ","1964-10-15 ","L ","ISLAM ","SARJANA ","Fraksi Partai Keadilan Sejahtera ","KALIMANTAN SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"455","K.H. AUS HIDAYAT NUR ","A-455 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","GARUT ","1961-07-20 ","Laki-Laki ","","SLTA ","Fraksi Partai Keadilan Sejahtera ","KALIMANTAN TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2022-06-16 14:19:29 "
"456","Hj. SAKINAH ALJUFRI, S.Ag. ","A-456 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SOLO ","1964-06-02 ","P ","ISLAM ","SARJANA ","Fraksi Partai Keadilan Sejahtera ","SULAWESI TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"457","DR. H. ANDI AKMAL PASLUDDIN, S.P, M.M. ","A-457 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BONE ","1974-12-30 ","Laki-Laki ","Islam ","Doktor ","Fraksi Partai Keadilan Sejahtera ","SULAWESI SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2021-04-14 12:13:16 "
"458","SAADIAH ULUPUTTY, S.T. ","A-458 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","NEGERI LIMA, MALUKU TENGAH ","1973-04-07 ","Perempuan ","","","Fraksi Partai Keadilan Sejahtera ","MALUKU ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2022-07-05 14:47:29 "
"459","Hj. ILLIZA SA'ADUDDIN DJAMAL, S.E. ","A-459 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BANDA ACEH ","1973-12-31 ","P ","ISLAM ","SARJANA ","Fraksi Partai Persatuan Pembangunan ","ACEH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"460","Drs. H ANWAR IDRIS ","A-460 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","ACEH UTARA ","1956-01-21 ","L ","ISLAM ","SARJANA ","Fraksi Partai Persatuan Pembangunan ","ACEH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"461","MUHAMMAD IQBAL, SE, M.Com ","A-461 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","MEDAN ","1975-06-04 ","Laki-Laki ","Islam ","Pasca Sarjana ","Fraksi Partai Persatuan Pembangunan ","SUMATERA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2022-07-14 08:30:32 "
"462","DR. H. SYAMSURIZAL, SE., M.M. ","A-462 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SELAT PANJANG ","1955-06-25 ","Laki-Laki ","","","Fraksi Partai Persatuan Pembangunan ","RIAU ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2022-07-14 15:54:56 "
"463","ELLY RACHMAT YASIN ","A-463 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BOGOR ","1966-12-09 ","P ","ISLAM ","SLTA ","Fraksi Partai Persatuan Pembangunan ","JAWA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"464","ASEP A MAOSHUL AFFANDY, S.Sy. ","A-464 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","TASIKMALAYA ","1959-02-14 ","L ","ISLAM ","SARJANA ","Fraksi Partai Persatuan Pembangunan ","JAWA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"465","Hj. NURHAYATI ","A-465 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","TASIKMALAYA ","1969-11-20 ","P ","ISLAM ","DIPLOMA ","Fraksi Partai Persatuan Pembangunan ","JAWA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"466","ROJIH ","A-466 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","REMBANG ","1991-04-03 ","L ","ISLAM ","SLTA ","Fraksi Partai Persatuan Pembangunan ","JAWA TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"467","MOH. ARWANI THOMAFI ","A-467 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","REMBANG ","1975-11-21 ","Laki-Laki ","","","Fraksi Partai Persatuan Pembangunan ","JAWA TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2022-07-13 04:46:12 "
"468","KH. MUSLICH ZAINAL ABIDIN ","A-468 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","MAGELANG ","1956-05-26 ","L ","ISLAM ","SLTA ","Fraksi Partai Persatuan Pembangunan ","JAWA TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"469","Dr. H. ARSUL SANI , S.H, M.Si. Pr.M ","A-469 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","PEKALONGAN ","1964-01-08 ","Laki-Laki ","","","Fraksi Partai Persatuan Pembangunan ","JAWA TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2022-06-30 06:46:53 "
"470","Drs. H. SY. ANAS THAHIR ","A-470 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BANYUWANGI ","1965-05-08 ","L ","ISLAM ","PASCA SARJANA ","Fraksi Partai Persatuan Pembangunan ","JAWA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"471","EMA UMIYYATUL CHUSNAH ","A-471 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JOMBANG ","1973-07-08 ","P ","ISLAM ","PASCA SARJANA ","Fraksi Partai Persatuan Pembangunan ","JAWA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"472","ACH BAIDOWI, S.Sos, M.Si. ","A-472 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BANYUWANGI ","1980-04-14 ","L ","ISLAM ","PASCA SARJANA ","Fraksi Partai Persatuan Pembangunan ","JAWA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"473","H. IIP MIFTAHUL CHOIRY, S.PdI ","A-473 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SERANG ","1989-03-15 ","L ","ISLAM ","SARJANA ","Fraksi Partai Persatuan Pembangunan ","BANTEN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"474","Dra. Hj. WARTIAH, M.Pd. ","A-474 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","MATARAM ","1968-12-31 ","L ","ISLAM ","PASCA SARJANA ","Fraksi Partai Persatuan Pembangunan ","NUSA TENGGARA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"475","H. SYAIFULLAH TAMLIHA, S.Pi, M.S. ","A-475 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","LAMPIHONG ","1969-05-18 ","Laki-Laki ","","","Fraksi Partai Persatuan Pembangunan ","KALIMANTAN SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2022-07-13 10:57:51 "
"476","H. M. AMIR USKARA, M.Kes. ","A-476 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SUNGGUMINASA ","1965-12-09 ","L ","ISLAM ","DOKTOR ","Fraksi Partai Persatuan Pembangunan ","SULAWESI SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"477","H. MUH ARAS, S.Pd., M.M. ","A-477 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SOPPENG ","1970-08-12 ","L ","ISLAM ","PASCA SARJANA ","Fraksi Partai Persatuan Pembangunan ","SULAWESI SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"478","H. NAZARUDDIN DEK GAM ","A-478 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","LEUPUNG ","1979-05-20 ","L ","ISLAM ","SLTA ","Fraksi Partai Amanat Nasional ","ACEH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"479","MULFACHRI HARAHAP, S.H., M.H ","A-479 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JAKARTA ","1966-03-23 ","L ","ISLAM ","PASCA SARJANA ","Fraksi Partai Amanat Nasional ","SUMATERA UTARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"480","Dr. SALEH PARTAONAN DAULAY, M.Ag., M.Hum, MA. ","A-480 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SIBUHUAN ","1974-04-05 ","L ","ISLAM ","DOKTOR ","Fraksi Partai Amanat Nasional ","SUMATERA UTARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"481","NASRIL BAHAR, S.E. ","A-481 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","KOTA MEDAN ","1964-12-31 ","L ","ISLAM ","SARJANA ","Fraksi Partai Amanat Nasional ","SUMATERA UTARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"482","ATHARI GHAUTHI ARDI ","A-482 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","PADANG ","1992-04-15 ","P ","ISLAM ","SLTA ","Fraksi Partai Amanat Nasional ","SUMATERA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"483","H. MHD. ASLI CHAIDIR, S.H. ","A-483 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","PADANG ","1952-04-10 ","L ","ISLAM ","SARJANA ","Fraksi Partai Amanat Nasional ","SUMATERA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"484","Drs. H. GUSPARDI GAUS, M.Si ","A-484 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BUKIT TINGGI ","1956-06-08 ","L ","ISLAM ","PASCA SARJANA ","Fraksi Partai Amanat Nasional ","SUMATERA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"485","H. JON ERIZAL, SE., M.B.A. ","A-485 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BENGKALIS RIAU ","1961-12-30 ","L ","ISLAM ","PASCA SARJANA ","Fraksi Partai Amanat Nasional ","RIAU ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2022-07-13 10:57:34 "
"486","H A.BAKRI HM, S.E. ","A-486 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","PULAU KIJANG ","1968-05-15 ","L ","ISLAM ","SARJANA ","Fraksi Partai Amanat Nasional ","JAMBI ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"487","Ir. H. ACHMAD HAFISZ TOHIR ","A-487 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","PALEMBANG ","1966-06-10 ","L ","ISLAM ","SARJANA ","Fraksi Partai Amanat Nasional ","SUMATERA SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"488","HANNA GAYATRI, S.H ","A-488 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","PALEMBANG ","1952-10-15 ","P ","ISLAM ","SARJANA ","Fraksi Partai Amanat Nasional ","SUMATERA SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"489","Hj. DEWI CORYATI, M.Si ","A-489 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JAKARTA ","1964-08-09 ","P ","ISLAM ","PASCA SARJANA ","Fraksi Partai Amanat Nasional ","BENGKULU ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"490","DR. (H.C.) H. ZULKIFLI HASAN, S.E, M.M. ","AA-490 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","LAMPUNG ","1962-05-17 ","Laki-Laki ","","","Fraksi Partai Amanat Nasional ","LAMPUNG ","anggota ","Tidak Aktif ","-0001-11-30 00:00:00 ","2022-06-30 06:30:41 "
"491","Ir. ALIMIN ABDULLAH ","A-491 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","LAMPUNG UTARA ","1949-09-19 ","Laki-Laki ","","","Fraksi Partai Amanat Nasional ","LAMPUNG ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2021-04-01 03:19:18 "
"492","Dr. ASMAN ABNUR, SE., M.SI ","A-492 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","PARIAMAN ","1961-02-02 ","L ","ISLAM ","DOKTOR ","Fraksi Partai Amanat Nasional ","KEPULAUAN RIAU ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"493","EKO HENDRO PURNOMO, S.Sos ","A-493 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JAKARTA ","1970-12-30 ","L ","ISLAM ","SARJANA ","Fraksi Partai Amanat Nasional ","DKI JAKARTA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"494","H. LULUNG AL, S.H. ","AA-494 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JAKARTA ","1959-07-24 ","L ","ISLAM ","SARJANA ","Fraksi Partai Amanat Nasional ","DKI JAKARTA ","anggota ","Tidak Aktif ","-0001-11-30 00:00:00 ","2022-06-16 05:56:08 "
"495","AHMAD NAJIB QODRATULLAH, S.E. ","A-495 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BANDUNG ","1977-09-26 ","L ","ISLAM ","SARJANA ","Fraksi Partai Amanat Nasional ","JAWA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"496","H. EDDY SOEPARNO ","A-496 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JAKARTA ","1965-05-06 ","Laki-Laki ","","","Fraksi Partai Amanat Nasional ","JAWA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2022-07-06 08:53:15 "
"497","Hj. DESY RATNASARI, M.Si, M.Psi ","A-497 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SUKABUMI ","1973-12-12 ","P ","ISLAM ","PASCA SARJANA ","Fraksi Partai Amanat Nasional ","JAWA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"498","PRIMUS YUSTISIO, S.E. ","A-498 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BOGOR ","1975-08-17 ","L ","ISLAM ","SARJANA ","Fraksi Partai Amanat Nasional ","JAWA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"499","Hj. INTAN FAUZI, S.H., LL.M ","A-499 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","TASIKMALAYA ","1968-12-15 ","P ","ISLAM ","PASCA SARJANA ","Fraksi Partai Amanat Nasional ","JAWA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"500","DAENG MUHAMMAD, SE., MSi ","A-500 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BEKASI ","1972-06-04 ","L ","ISLAM ","PASCA SARJANA ","Fraksi Partai Amanat Nasional ","JAWA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"501","Hj. FARAH PUTERI NAHLIA, M.Sc. ","A-501 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SEMARANG ","1996-01-02 ","P ","ISLAM ","PASCA SARJANA ","Fraksi Partai Amanat Nasional ","JAWA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"502","HAERUDIN, S.Ag., M.H. ","A-502 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","GARUT ","1974-05-28 ","L ","ISLAM ","PASCA SARJANA ","Fraksi Partai Amanat Nasional ","JAWA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"503","H. A. HANAFI RAIS, S.IP, M.P.P ","AA-503 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","CHICAGO, AS ","1979-09-10 ","L ","ISLAM ","PASCA SARJANA ","Fraksi Partai Amanat Nasional ","DI YOGYAKARTA ","anggota ","Tidak Aktif ","-0001-11-30 00:00:00 ","2022-06-16 05:51:03 "
"504","H. SUNGKONO ","A-504 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","LAMONGAN ","1962-07-21 ","L ","ISLAM ","SLTA ","Fraksi Partai Amanat Nasional ","JAWA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"505","Ir. H. AHMAD RIZKI SADIG, M.Si. ","A-505 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SOLO ","1973-03-10 ","L ","ISLAM ","PASCA SARJANA ","Fraksi Partai Amanat Nasional ","JAWA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2022-07-13 03:47:00 "
"506","ABDUL HAKIM BAFAGIH ","A-506 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JEMBER ","1992-09-23 ","L ","ISLAM ","SARJANA ","Fraksi Partai Amanat Nasional ","JAWA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"507","Prof. Dr. ZAINUDDIN MALIKI, M.Si. ","A-507 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","TULUNG AGUNG ","1954-07-07 ","L ","ISLAM ","DOKTOR ","Fraksi Partai Amanat Nasional ","JAWA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"508","SLAMET ARIYADI, S.Psi. ","A-508 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","SAMPANG ","1990-09-30 ","L ","ISLAM ","SARJANA ","Fraksi Partai Amanat Nasional ","JAWA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2023-09-12 15:05:52 "
"509","H. YANDRI SUSANTO, S.Pt. ","A-509 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","PALAK SIRING, BENGKULU ","1974-11-07 ","Laki-Laki ","","","Fraksi Partai Amanat Nasional ","BANTEN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2022-07-01 14:05:34 "
"510","Dr. H. M. ALI TAHER, S.H.M.Hum ","AA-510 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","FLORES TIMUR ","1961-02-09 ","L ","ISLAM ","DOKTOR ","Fraksi Partai Amanat Nasional ","BANTEN ","anggota ","Tidak Aktif ","-0001-11-30 00:00:00 ","2022-06-16 05:50:13 "
"511","H. MUHAMMAD SYAFRUDIN, S.T., M.M. ","A-511 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BIMA ","1968-08-06 ","Laki-Laki ","","","Fraksi Partai Amanat Nasional ","NUSA TENGGARA BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2022-07-05 16:14:35 "
"512","AHMAD YOHAN, M.Si ","A-512 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","ENDE ","1975-08-26 ","L ","ISLAM ","PASCA SARJANA ","Fraksi Partai Amanat Nasional ","NUSA TENGGARA TIMUR ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"513","H. BOYMAN HARUN, S.H. ","A-513 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","KETAPANG ","1965-03-13 ","L ","ISLAM ","SARJANA ","Fraksi Partai Amanat Nasional ","KALIMANTAN BARAT ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"514","PANGERAN KHAIRUL SALEH ","A-514 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","TABALONG ","1964-01-05 ","L ","ISLAM ","PASCA SARJANA ","Fraksi Partai Amanat Nasional ","KALIMANTAN SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"515","SARIFUDDIN SUDING, S.H., M.H. ","A-515 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","PALOPO ","1966-08-06 ","Laki-Laki ","Islam ","Pasca Sarjana ","Fraksi Partai Amanat Nasional ","SULAWESI TENGAH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2021-04-13 14:30:36 "
"516","Drs. H. ASHABUL KAHFI, M.Ag. ","A-516 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","BANTAENG ","1961-03-18 ","Laki-Laki ","","","Fraksi Partai Amanat Nasional ","SULAWESI SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2023-09-12 08:05:28 "
"517","Hj. ANDI YULIANI PARIS ","A-517 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JAKARTA ","1961-07-06 ","Perempuan ","","","Fraksi Partai Amanat Nasional ","SULAWESI SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","2021-06-21 10:39:58 "
"518","MITRA FAKHRUDDIN MB, S.P. ","A-518 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","KALOSI ","1986-09-20 ","L ","ISLAM ","SARJANA ","Fraksi Partai Amanat Nasional ","SULAWESI SELATAN ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"519","FACHRY PAHLEVI KONGGOASA, S.E. ","A-519 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","KENDARI ","1995-05-14 ","L ","ISLAM ","SARJANA ","Fraksi Partai Amanat Nasional ","SULAWESI TENGGARA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"520","JOHN SIFFY MIRIN, S.IP ","AA-520 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","KORUPUN ","1978-09-30 ","L ","KRISTEN ","SARJANA ","Fraksi Partai Amanat Nasional ","PAPUA ","anggota ","Tidak Aktif ","-0001-11-30 00:00:00 ","2022-06-16 05:52:26 "
"521","MESAKH MIRIN ","A-521 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","KORUPUN YAHUKIMO ","1982-02-09 ","L ","KRISTEN ","SARJANA ","Fraksi Partai Amanat Nasional ","PAPUA ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"522","H. TEUKU RIEFKY HARSYA ","A-522 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","JAKARTA ","1972-06-28 ","L ","ISLAM ","PASCA SARJANA ","Fraksi Partai Demokrat ","ACEH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
"523","MUSLIM, S.HI., M.M. ","A-523 ","98/P TAHUN 2019, 27 SEPTEMBER 2019 ","ACEH TIMUR ","1971-03-01 ","L ","ISLAM ","PASCA SARJANA ","Fraksi Partai Demokrat ","ACEH ","anggota ","Aktif ","-0001-11-30 00:00:00 ","-0001-11-30 00:00:00 "
